review,rating,support
"This app sucks so much on Android that I'm a day away from deleting it forever. Pictures or videos will never send, it says there's no connection but I'm always connected. Either fix it or I'm not using it again, this has been going on for months now I'm just bored of it by now. Not a fun app anymor...Full ReviewThis app sucks so much on Android that I'm a day away from deleting it forever. Pictures or videos will never send, it says there's no connection but I'm always connected. Either fix it or I'm not using it again, this has been going on for months now I'm just bored of it by now. Not a fun app anymore if you can't chat with people.",1,209
"Very poor photo quality. I deleted this app two years ago because the photo quality was absolutely deplorable. I thought I would give it another shot but it seems your devs still don't know how to program a decent Android app. Sad! I'll probably be deleting this again and keep using Instagram, which...Full ReviewVery poor photo quality. I deleted this app two years ago because the photo quality was absolutely deplorable. I thought I would give it another shot but it seems your devs still don't know how to program a decent Android app. Sad! I'll probably be deleting this again and keep using Instagram, which takes MUCH better photos. Why even have an Android app if you're going to make it this poorly.",1,36
"it's a great way to communicate with friends and to take funny,cute photos of yourself. I love the filters they are so pretty,cute and some are funny. I can share all types of photos with my friends I can call my friends and chat with my friends. It's a incredible app. I rate ot 4 out of 5 because i...Full Reviewit's a great way to communicate with friends and to take funny,cute photos of yourself. I love the filters they are so pretty,cute and some are funny. I can share all types of photos with my friends I can call my friends and chat with my friends. It's a incredible app. I rate ot 4 out of 5 because it sometimes has some problems.",4,18229
"I cant even use snapchat anymore ever since I got my Samsung S9. the camera is SOO zoomed in, I cant even hardly get my whole face in the picture without having to hold my phone as far away as possible, and I have short arms. very disappointed because i love the snapchat camera and i use it more tha...Full ReviewI cant even use snapchat anymore ever since I got my Samsung S9. the camera is SOO zoomed in, I cant even hardly get my whole face in the picture without having to hold my phone as far away as possible, and I have short arms. very disappointed because i love the snapchat camera and i use it more than my phone camera. I've tried everything to fix it, but no luck.",1,264
"UPDATED 15/04/2019 & ISSUE STILL NOT FIXED. SNAPCHAT PLEASE FIX THIS. After the latest update on my device, the front camera quality in snapchat has decreased drastically. Earlier it used to process the image perfectly but now it seems that it just captures the screen. The front camera image looks g...Full ReviewUPDATED 15/04/2019 & ISSUE STILL NOT FIXED. SNAPCHAT PLEASE FIX THIS. After the latest update on my device, the front camera quality in snapchat has decreased drastically. Earlier it used to process the image perfectly but now it seems that it just captures the screen. The front camera image looks grainy and worse as compared to images before the update. The rear camera image quality is the same but a drastic decrease in the quality of images from the front camera. Please fix this Snapchat.",1,222
"I haven't been receiving notifications for over a month now even though my settings are set accordingly. I have to go on the app every 5 mins just to see if I have a message. I have messaged snapchat multiple times to get this fixed just to get the same generic response on Twitter and no response at...Full ReviewI haven't been receiving notifications for over a month now even though my settings are set accordingly. I have to go on the app every 5 mins just to see if I have a message. I have messaged snapchat multiple times to get this fixed just to get the same generic response on Twitter and no response at all on email! I've found I'm not the only one with notification issues and seems mainly android users. There has been 5 updates since and not one has fixed this issue, it's like there don't care!",1,4211
"love the app, use it every day. will change to 5 stars if they fix the issue of the front facing camera on samsung galaxy s10s. it looks super zoomed in and it is weird to take front facing pictures. i was able to fix it in my own camera app by changing the setting to 2 people instead of one, but th...Full Reviewlove the app, use it every day. will change to 5 stars if they fix the issue of the front facing camera on samsung galaxy s10s. it looks super zoomed in and it is weird to take front facing pictures. i was able to fix it in my own camera app by changing the setting to 2 people instead of one, but there isnt anything i can do in the snapchat app itself. plsase fix, thank you. also, can i turn off the typing notification? thats super annoying.",2,51
"when I try to send a snap and I lose wifi for a second, it never sends even when I connect to wifi again. it lets me send them to other people just not the people I tried snapping when the wifi went for a second. ever since the sending progress bar starting showing up in my notifications, it has don...Full Reviewwhen I try to send a snap and I lose wifi for a second, it never sends even when I connect to wifi again. it lets me send them to other people just not the people I tried snapping when the wifi went for a second. ever since the sending progress bar starting showing up in my notifications, it has done this. I have restarted many times yet nothing happened. it takes an hour or so for it to send. also now, 10/05/19 I get a friend request but it doesn't show me. I have to search for the person.",1,259
"Snapchat is a great social media app. It is fun and easy to use. I like its features, especially the fact that we can send videos no matter the size. However, it consumes so much battery. And right now, I can't see friendship profiles on the Samsung S7 that I'm using. I also cannot edit text (italic...Full ReviewSnapchat is a great social media app. It is fun and easy to use. I like its features, especially the fact that we can send videos no matter the size. However, it consumes so much battery. And right now, I can't see friendship profiles on the Samsung S7 that I'm using. I also cannot edit text (italicize, bold, etc.), share photos from my photo gallery, or send pictures in reply to stories. I would give a higher review if it wasn't for these detractors. Please fix these bugs. Thank you!",3,189
"Why does snapchat work better on iphones than on androids? I'd give it 5 stars but ever since I went from an iphone to an android this app has been s***. Freezes and force closes all the time and glitchy as hell. Froze my whole phone to where the screen went black for 20 minutes. I shouldn't have to...Full ReviewWhy does snapchat work better on iphones than on androids? I'd give it 5 stars but ever since I went from an iphone to an android this app has been s***. Freezes and force closes all the time and glitchy as hell. Froze my whole phone to where the screen went black for 20 minutes. I shouldn't have to feel like I have to have an iphone to enjoy this app. It ""updated"" to be for android too but I've honestly seen no difference in how this app works.",2,327
"Nice App. But a few things: 1: Whenever you eneble the notifications you always don't get them even though you already have your notfis on. 2. I really like this app but it needs to tone down the Megabite usage, It's taking too much space. 3. Please add the abillity to automatically add someone from...Full ReviewNice App. But a few things: 1: Whenever you eneble the notifications you always don't get them even though you already have your notfis on. 2. I really like this app but it needs to tone down the Megabite usage, It's taking too much space. 3. Please add the abillity to automatically add someone from Instagram if they have a Snapchat Profile Even though I don't use it very much I really do like of how the platforms UI is so smooth. But 1 thing though, PLEASE MAKE SNAPCHAT AVAILABLE FOR PC!",5,616
"Great app, very good for keeping up with friends and whatnot. However, I have been having issues for the longest, including randomly freezing or crashing for no reason. Furthermore the latesr update seems to have finally broken it as it crashes a few seconds after I open it now.",3,117
"UPDATE: it is getting a lot better lately, picture/video quality is looking better, not optimal but A LOT BETTER, the app doesnt freeze constantly, it still freezes on video playback. OLD REVIEW: Does not support anything else than apple products.... on android it crashes all the time, videos freeze...Full ReviewUPDATE: it is getting a lot better lately, picture/video quality is looking better, not optimal but A LOT BETTER, the app doesnt freeze constantly, it still freezes on video playback. OLD REVIEW: Does not support anything else than apple products.... on android it crashes all the time, videos freeze constantly, lagging, bad photo quality because of ""screengrab"". even on the newest android phones. could be a great app for android users if the problems are fixed....",2,200
"Why do i keep saying seeing these indian people's posts? No hate whn i click hide, but as soon as i refresh theres another indian person replacing him? If i dont want to see this type of content why force it? You clearly dont respect your customers choices, specially with android users. We have horr...Full ReviewWhy do i keep saying seeing these indian people's posts? No hate whn i click hide, but as soon as i refresh theres another indian person replacing him? If i dont want to see this type of content why force it? You clearly dont respect your customers choices, specially with android users. We have horrible video quality but better cameras than any iphone, open the camera app we'll show you. No more flashbacks for us either and the list continues. Why? Please look into these issues theyre frustrating",2,181
"used snapchat for many years and it's been a brilliant app until recently. just bought the Samsung s10plus which is a fantastic phone, however I cannot use snapchat anymore due to how zoomed in the front facing camera is. very disappointing and I hope that the fault will be resolved asap. Will chang...Full Reviewused snapchat for many years and it's been a brilliant app until recently. just bought the Samsung s10plus which is a fantastic phone, however I cannot use snapchat anymore due to how zoomed in the front facing camera is. very disappointing and I hope that the fault will be resolved asap. Will change my review if or when this issue is sorted.",1,7
"I just got an S10 and the camera is terrible on snapchat but amazing on my camera app. When I use the front facing flash it keeps my picture extremely dark and when I go to type my keyboard stays low but my text is at the top of the screen. Your app was better on my S8 and had better quality snaps, ...Full ReviewI just got an S10 and the camera is terrible on snapchat but amazing on my camera app. When I use the front facing flash it keeps my picture extremely dark and when I go to type my keyboard stays low but my text is at the top of the screen. Your app was better on my S8 and had better quality snaps, I am starting to think you guys cut a deal with Apple..",2,129
"this was my favorite app until the most recent updates for galaxy s9... lots of bugs.. crashes often. edit; I got a message from snapchat saying snapchat was updated specifically for android. it was working better for a few days (crashing less, less bugs ect) but now my front facing camera is extrem...Full Reviewthis was my favorite app until the most recent updates for galaxy s9... lots of bugs.. crashes often. edit; I got a message from snapchat saying snapchat was updated specifically for android. it was working better for a few days (crashing less, less bugs ect) but now my front facing camera is extremely zoomed in. no other app does this. it's huge inconvenience bc I'm ugly that damn close and the pics are of terrible quality. rant over.",1,196
"I know I can't send a vide, but i guess I'm just permanently stuck ""trying"" to send the video. I'm pretty sure it would be a simple fix, ""Hey your thing didn't send, want to try again?"" and I would beat my face so hard into the ""NO"". I only have this app because people are too lazy to get to get a d...Full ReviewI know I can't send a vide, but i guess I'm just permanently stuck ""trying"" to send the video. I'm pretty sure it would be a simple fix, ""Hey your thing didn't send, want to try again?"" and I would beat my face so hard into the ""NO"". I only have this app because people are too lazy to get to get a decent one. Now it serves some function, like you can send messages, pictures, and sometimes vidoes. Just for a warning if it doesn't send and it seems like after asking the tenth time, it would quit...",2,73
i like this app but it's very sad that Snapchat doesn't allow the camera to process the way it is in Android devices... what i mean to say is that the picture quality is not as the same as the default camera pictures...i request Snapchat if they could possible bring any changes in the coming updates...Full Reviewi like this app but it's very sad that Snapchat doesn't allow the camera to process the way it is in Android devices... what i mean to say is that the picture quality is not as the same as the default camera pictures...i request Snapchat if they could possible bring any changes in the coming updates..,2,60
"I love snapchat and it may be my most used social media ever, however, the android version of snapchat is really awful compared to the IOS version. I have a galaxy s8, which should be capable of handling a large app, and snapchat treats me like I'm using a potato. Many desirable features are simply ...Full ReviewI love snapchat and it may be my most used social media ever, however, the android version of snapchat is really awful compared to the IOS version. I have a galaxy s8, which should be capable of handling a large app, and snapchat treats me like I'm using a potato. Many desirable features are simply not included in the android version of snapchat.",3,80
"This newest update is horrible. It's not Android friendly at all. New update makes it so hard to send chat messages, pictures, etc to my friends. The previous snapchat update was just fine, I didn't have any problems with it, and I could chat with people just fine, but now the app isn't android frie...Full ReviewThis newest update is horrible. It's not Android friendly at all. New update makes it so hard to send chat messages, pictures, etc to my friends. The previous snapchat update was just fine, I didn't have any problems with it, and I could chat with people just fine, but now the app isn't android friendly and is making it really hard to talk to people outside of sending snaps, which isn't my preferred way of carrying out conversations.",1,72
"frustrated! I've assumed and blamed my phone or being behind on updates. every time, ive given excuses because I enjoyed this app. but I went to try to find out if i was the only one having a configuration problem- for the last 6 months everything has been off centered. I put a sticker or words in o...Full Reviewfrustrated! I've assumed and blamed my phone or being behind on updates. every time, ive given excuses because I enjoyed this app. but I went to try to find out if i was the only one having a configuration problem- for the last 6 months everything has been off centered. I put a sticker or words in one spot and it ends up in another- and found tons of reviews on problems that I've put up with for years. I love this app! I hate all the problems!",2,48
I love Snapchat. It is a very good texting app that allows many good features. But there is one feature that is needed. Lets say someone is using your Snapchat and tries to go through your private conversations. You should be able to lock conversations so nobody can see. Like...maybe you can enter a...Full ReviewI love Snapchat. It is a very good texting app that allows many good features. But there is one feature that is needed. Lets say someone is using your Snapchat and tries to go through your private conversations. You should be able to lock conversations so nobody can see. Like...maybe you can enter a certain code to the locked conversation? Just a recommendation. Thanks for your time.,4,5
"So in an insident my phone did a system reset logging me out of my snapchat account. You would think easy, just log back in, but my password that I used for everything was just not working so I pushed the forgot your password button. Yeah no, my phone number and email didn't work to get back into my...Full ReviewSo in an insident my phone did a system reset logging me out of my snapchat account. You would think easy, just log back in, but my password that I used for everything was just not working so I pushed the forgot your password button. Yeah no, my phone number and email didn't work to get back into my phone. I contacted the help center or whatever it's called and they haven't responded. By now all my friends are mad at me because we've lost all our streaks and I can't do anything about it.",1,94
"1. My over a year streak ended with my girlfriend even though we clearly snap photos daily. When I contacted support, they didn't fix it. 2. I don't know why, but every android I've had has issues with the camera in Snapchat. Especially in video, it lags so bad and has issues focusing. In my regular...Full Review1. My over a year streak ended with my girlfriend even though we clearly snap photos daily. When I contacted support, they didn't fix it. 2. I don't know why, but every android I've had has issues with the camera in Snapchat. Especially in video, it lags so bad and has issues focusing. In my regular camera app it works fine. Until these are fixed, I am leaving this review up.",1,25
"it's another overrated app when you think about it. it's not that good. Same old stuff. You have birthday parties, parents that are barely able to take care of their own kids showing off their babies every day or a hundred times a day. and of course people doing dumb stuff to burn time. Next app ple...Full Reviewit's another overrated app when you think about it. it's not that good. Same old stuff. You have birthday parties, parents that are barely able to take care of their own kids showing off their babies every day or a hundred times a day. and of course people doing dumb stuff to burn time. Next app please. good thing Facebook isn't in anymore same goes for my space.",1,14
"I love the app and I think it deserves 5 stars but I am leaning towards four because of two reasons. One the app should be available on all device types ( Android, Ios, Apple, Amazon) and even more. I used to have an Amazon tablet and I couldn't get snapchat. This made me mad. Two it should have an ...Full ReviewI love the app and I think it deserves 5 stars but I am leaning towards four because of two reasons. One the app should be available on all device types ( Android, Ios, Apple, Amazon) and even more. I used to have an Amazon tablet and I couldn't get snapchat. This made me mad. Two it should have an offline mode so that way people can use it online and offline. Maybe more people would use the app more. Also you should fix lagging. Otherwise great app!",5,131
"Still shows every snap or chat as opened on my end even if I wasn't last one to send a Snap. Gets confusing if you can't remember who said what last. Also, why allow someone to send chats to someone if the person blocked them? I liked it better when the chat disappeared.",2,230
"I'm so disappointed with the new update. Whenever I try and snap a song I'm listening to, and its longer than the first 10 secs here I am thinking it's going to continue onto the next 10 secs, but when I post it, its shows all 3 videos but they're all the same first 10 secs. Also if I'm adding a cap...Full ReviewI'm so disappointed with the new update. Whenever I try and snap a song I'm listening to, and its longer than the first 10 secs here I am thinking it's going to continue onto the next 10 secs, but when I post it, its shows all 3 videos but they're all the same first 10 secs. Also if I'm adding a caption and I have to answer a phone call and come back to finish the caption and post it, it only posts the 1st half of the caption that I typed in and not the 2nd half.",1,53
it crashes sometimes but I think it's just my phone😂 but I would die without snap. like I don't know what it is. but I use it for everthing. and I feel like the cameras better than my own camera😂 so I always record on snap. I haven't even touched my messaging app in like a year because I only like...Full Reviewit crashes sometimes but I think it's just my phone😂 but I would die without snap. like I don't know what it is. but I use it for everthing. and I feel like the cameras better than my own camera😂 so I always record on snap. I haven't even touched my messaging app in like a year because I only like texting on snap. the bitmojis are so cute. and all the stuff you can do is so fun. Its like an addiction. I just love it😂,5,172
"Where's the ""baby"" filter for Android? Only iPhone has it currently. Why is the Android version lagging behind the iPhone version? All the iPhone users are having fun with it, while Android users are sitting here twiddling their thumbs. Get on it, Sanpchat!!",1,12
snapchat what is wrong with you guyz the update is not usefull .. i still cant add new accounts that our friends share with me .... Im so unhappy with the new update 👎👎 we want a new update... when some one send me someone's snap accoynt i can not add it.. pleas fix it . we want a new update. i ca...Full Reviewsnapchat what is wrong with you guyz the update is not usefull .. i still cant add new accounts that our friends share with me .... Im so unhappy with the new update 👎👎 we want a new update... when some one send me someone's snap accoynt i can not add it.. pleas fix it . we want a new update. i cant resend the snap account to any one of my friends.. also i can't edit my photos or video frone memories like before. its reallly make me so angry 👎.,1,158
"I've used this app for years and haven't had problems until recently. It constantly crashes and freezes up my phone to the point where I have to do a hard reset. I have a pixel 3 and everything else runs perfectly smooth, except for snapchat. I'm at the point where I don't even want to use it anymor...Full ReviewI've used this app for years and haven't had problems until recently. It constantly crashes and freezes up my phone to the point where I have to do a hard reset. I have a pixel 3 and everything else runs perfectly smooth, except for snapchat. I'm at the point where I don't even want to use it anymore and snapchat has yet to fully fix the bugs it has for Android users. I shouldn't have to use iPhones in order for the app to even be usable.",2,32
"Sucks for Android. Latest updates have removed a lot of functionality. I've been saving my ""Stories"" since the beginning of this year but they either never saved or just saved in pieces so I can't go back and just view that whole day. Complete BS.",1,1
Android version is over-shadowed by its iPhone counterpart. Not all features are included in the android version.,3,2
"You ""revamped"" the app, but it still doesn't use the native camera. Way to mess that all up. It also doesn't appear any faster than before, so basically no realistic change was made. Pics still look like my old 5+ year old Droid Maxx took them and not my new Galaxy S10. Also it zooms the images quit...Full ReviewYou ""revamped"" the app, but it still doesn't use the native camera. Way to mess that all up. It also doesn't appear any faster than before, so basically no realistic change was made. Pics still look like my old 5+ year old Droid Maxx took them and not my new Galaxy S10. Also it zooms the images quite a bit. Stop halfassing the Android version and make it right for the first time in history already. And finally, this is the only app where the keyboard doesn't rotate to do landscape text.",2,76
"The filters on this app do not work anymore. All they leave on your face is just like a green screen. People of Snapchat, fix this as soon as possible please! This app is supposed to be for all types of phones not just stupid apple phones. Please make it more accessible for Android users too",1,92
"the app barely works. you will find that the most basic functions of any messaging app are a luxery in snapchat or in the case of a ""cancel"" or ""resend"" button, they wont even exist. even when you are connected to a stable network, most messages will be ""waiting to send"" or will say they are sending...Full Reviewthe app barely works. you will find that the most basic functions of any messaging app are a luxery in snapchat or in the case of a ""cancel"" or ""resend"" button, they wont even exist. even when you are connected to a stable network, most messages will be ""waiting to send"" or will say they are sending when in reality they arnt. the stories are broken as well, most of the time they wont load when you tap on them. overall, the app feels like a beta program rather than a completed app.",1,4
Personally I think that if you make the Android version more like iOS it'll be better. Like having the feature to 'boomerang' videos and see the astrological cards and things like that. Please take this into consideration. Thanks!♡,3,18
"I have an LG V20 which has a wide angle camera on both sides. Whenever I go to the camera it automatically switches to the wide angle, which gives me low quality and a distortion, and there's no option to chose. There's also a problem where it says no internet connection, I can't play any of the gam...Full ReviewI have an LG V20 which has a wide angle camera on both sides. Whenever I go to the camera it automatically switches to the wide angle, which gives me low quality and a distortion, and there's no option to chose. There's also a problem where it says no internet connection, I can't play any of the games with my friends and there's an update every week which fixes nothing at all.",1,19
"I am very pissed off from the way yall are making crappy updates for Android. I cant open ANY of my memories, it takes HOURS for snaps to upload on my story, i dont get to see my trophies, mute button doesn't work, cant see the snaps I sent to myself. I tried to report issues but it seems that yall ...Full ReviewI am very pissed off from the way yall are making crappy updates for Android. I cant open ANY of my memories, it takes HOURS for snaps to upload on my story, i dont get to see my trophies, mute button doesn't work, cant see the snaps I sent to myself. I tried to report issues but it seems that yall don't respond and makes me feel that there's no point to it, so at some point i stopped using the feature. In other words, APP. IS. TRASH.",2,40
"it's offensive that snapchat will create options for muslims & arabs, but not Christians. Christians are the biggest persecuted group in the world, but nobody talks about it. you can do better snapchat! If you're going to create filters/frames for muslims, you need to create filters/frames for Chris...Full Reviewit's offensive that snapchat will create options for muslims & arabs, but not Christians. Christians are the biggest persecuted group in the world, but nobody talks about it. you can do better snapchat! If you're going to create filters/frames for muslims, you need to create filters/frames for Christians! i'll give it a little more time, but if this continues im going to delete snapchat. i will also start voicing my feelings to those around me and I'm pretty confident others will follow suit.",1,68
"i love this app, but it crashes constantly, freezes up all the time and nothing ever sends anymore. It's only ever been happening since i got a Samsung device, and gets worse every update. the most recent update fixed some of the crashes, but still needs work. I'll keep usimg it though because it is...Full Reviewi love this app, but it crashes constantly, freezes up all the time and nothing ever sends anymore. It's only ever been happening since i got a Samsung device, and gets worse every update. the most recent update fixed some of the crashes, but still needs work. I'll keep usimg it though because it is a fun app besides the matter.",2,53
"I deadass hate your app. I hate that everyone uses it so I'm forced to use this crappy app because all my friends are on it. it's so annoying. why whenever I record a video (without a fliter) it makes my voice high pitched? the new update is NOT ""enjoyable"" for Samsung and Android users. Actually wa...Full ReviewI deadass hate your app. I hate that everyone uses it so I'm forced to use this crappy app because all my friends are on it. it's so annoying. why whenever I record a video (without a fliter) it makes my voice high pitched? the new update is NOT ""enjoyable"" for Samsung and Android users. Actually way worse. Not everyone can afford an iPhone or the newer Samsungs. I especially can't. it really ruins experience. I'm so tempted to uninstall permanently because I'm always experiencing problems.",1,84
"Ever since the big update this app has been complete garbage. It crashes four out of five times I load it, if I dare open a conversation to camera stops working and I have to restart the app another few times. this wouldn't bother me so much if it weren't for the fact that it's been this way for MON...Full ReviewEver since the big update this app has been complete garbage. It crashes four out of five times I load it, if I dare open a conversation to camera stops working and I have to restart the app another few times. this wouldn't bother me so much if it weren't for the fact that it's been this way for MONTHS. you'd think they'd be able to hire a programmer to fix it but I guess that's out of their budget. The filters are pretty rad though",2,0
You can see that Snapchat is running into money issues. Theyre desperate for artificial numbers and neglect bugs that have been on the app since the UI update. Extremely mismanaged. THEY SHOVE ARTICLES AND STRANGERS DOWN YOUR THROAT YET PROVIDE NO WAY TO COMMENT OR MESSAGE THEM.IF YOU'RE GOING TO FO...Full ReviewYou can see that Snapchat is running into money issues. Theyre desperate for artificial numbers and neglect bugs that have been on the app since the UI update. Extremely mismanaged. THEY SHOVE ARTICLES AND STRANGERS DOWN YOUR THROAT YET PROVIDE NO WAY TO COMMENT OR MESSAGE THEM.IF YOU'RE GOING TO FORCE ME TO INTERACT WITH RANDOM PEOPLE AT LEAST ALLOW ME TO REPORT THEM. PEOPLE SHOULDN'T BE ABLE TO POST WHAT THEY WANT TO STRANGERS. GOOD JOB BRANDING YOURSELF AS THE BROKEN IG,1,12
It would be great if you extended this app onto laptops or computer desktops as well. I love using this to communicate with my friends daily and it's really useful. I use it more than my own messaging app. One of the cons though is that it drains a lot of your battery and updates too often but would...Full ReviewIt would be great if you extended this app onto laptops or computer desktops as well. I love using this to communicate with my friends daily and it's really useful. I use it more than my own messaging app. One of the cons though is that it drains a lot of your battery and updates too often but wouldn't trade it for Instagram or Twitter.,5,175
The gender change filter is lagging on my android phone but all the other filter seems to work fine. after the update it is still lagging. why cant you fix that. the other filters are working fine but that specific filter seems to be lagging. fix it.,1,3
I've been using snapchat for over 3 years and all of a sudden it doesn't let me post on my story. I've been trying to post and its still says loading after 3 days. It really stresses me out since i want to share stuff online and now i can't. I'd really appreciate it if this problem could be fixed be...Full ReviewI've been using snapchat for over 3 years and all of a sudden it doesn't let me post on my story. I've been trying to post and its still says loading after 3 days. It really stresses me out since i want to share stuff online and now i can't. I'd really appreciate it if this problem could be fixed because rn i just wanna uninstall it.,1,1
"I definitely use it to communicate with my friends and what not, but optimized for Android MY A**! It works even worse now that they ""updated"" it. I'll still use it for certain things, like seeing what my friends are up to and messaging, but, if I find a better option out there, I'm about to delete ...Full ReviewI definitely use it to communicate with my friends and what not, but optimized for Android MY A**! It works even worse now that they ""updated"" it. I'll still use it for certain things, like seeing what my friends are up to and messaging, but, if I find a better option out there, I'm about to delete this app.",2,24
"When putting a video from my camera roll onto my story, it randomly gets so blurry for no reason. this only happens on android. i have galaxy s8. plus the app is so limited rn, everything is coming soon even though iphone has the features already. and why cant you put a caption on a video that is mo...Full ReviewWhen putting a video from my camera roll onto my story, it randomly gets so blurry for no reason. this only happens on android. i have galaxy s8. plus the app is so limited rn, everything is coming soon even though iphone has the features already. and why cant you put a caption on a video that is more than 10 seconds from your camera roll, iphone can do that. And you can't save your story as one whole story anymore, just individual snaps. it's annoying. you're taking the piss",2,35
"The app has become a cancer now. Full of adverts, forced adverts, and a whole section of the app is filled with stuff from people that are literally less than worthless and from companies or outlets I couldn't care less about. It used to let me choose who's content I saw (mainly my friends but a cou...Full ReviewThe app has become a cancer now. Full of adverts, forced adverts, and a whole section of the app is filled with stuff from people that are literally less than worthless and from companies or outlets I couldn't care less about. It used to let me choose who's content I saw (mainly my friends but a couple of famous people), now they try and force me to look at strangers vomit inducing uploads. Uninstalled...",1,3
Just bought the galaxy s10+. Front camera too zoomed in. When Snapchat opens the camera the picture is very zoomed. If you use the camera app by itself and switch to the front camera it looks fine. I have changed the display resolution as well as the front camera resolution and nothing fixed it . Th...Full ReviewJust bought the galaxy s10+. Front camera too zoomed in. When Snapchat opens the camera the picture is very zoomed. If you use the camera app by itself and switch to the front camera it looks fine. I have changed the display resolution as well as the front camera resolution and nothing fixed it . This is too obvious to ignore. PLEASE FIX. I can't even use this app.,1,23
