review,rating,support
i had to reset my phone. ever since then i havent been able to get back into whatsapp. doesnt send sms or call me to let me get back in. doesnt give me any real support that helps me. it keeps telling me to wait because I have apparently recently connected. the app also doesnt give a clear option to...Full Reviewi had to reset my phone. ever since then i havent been able to get back into whatsapp. doesnt send sms or call me to let me get back in. doesnt give me any real support that helps me. it keeps telling me to wait because I have apparently recently connected. the app also doesnt give a clear option to sign back in. P.O.S setup. needs to be fixed.,2,1130
"I have been a user of what's up since its inception but for the moment I am down to worry. I can download and as well update but I can't verify my phone number, it is the only application in my phone that tells me check your network connection. I contacted the help team, they responded well but thei...Full ReviewI have been a user of what's up since its inception but for the moment I am down to worry. I can download and as well update but I can't verify my phone number, it is the only application in my phone that tells me check your network connection. I contacted the help team, they responded well but their suggestions helped me not. I don't know what is going on with the whatsup team of developers, why aren't you not able to debbug our problems as fast as they come, I have been offline for the 1mth",3,5240
"Whatsapp keeps on making communication, yes, and life itself, much easier, across the globe, be it for business use or personal. This is the best gift to humanity, especially for people in developping countries. Whatsapp makes it easier to keep in touch with friends and families. It saves lives, red...Full ReviewWhatsapp keeps on making communication, yes, and life itself, much easier, across the globe, be it for business use or personal. This is the best gift to humanity, especially for people in developping countries. Whatsapp makes it easier to keep in touch with friends and families. It saves lives, reduces distances to zero. It's a time and money saver.",5,6022
"Great! But now I found it's difficult to update. I don't know why. I read in playstore that ""beta program is full."" What is it? I don't understand. And now I can't run whatsapp due to its failed-update-process. My update-review: I had my mobile reset-factory, then re-install my whatsapp, then it wor...Full ReviewGreat! But now I found it's difficult to update. I don't know why. I read in playstore that ""beta program is full."" What is it? I don't understand. And now I can't run whatsapp due to its failed-update-process. My update-review: I had my mobile reset-factory, then re-install my whatsapp, then it works. Now here I am.",5,5682
"I can't send messages. So I need to reinstall the app again and verify my mobile number but I can't verify my no. It says check your network. But my network is good as I can use Youtube, Facebook. Once I reinstall whatsapp, it works good for one day and then the same problem. Please whatsapp resolve...Full ReviewI can't send messages. So I need to reinstall the app again and verify my mobile number but I can't verify my no. It says check your network. But my network is good as I can use Youtube, Facebook. Once I reinstall whatsapp, it works good for one day and then the same problem. Please whatsapp resolve this issue as soon as possible.",1,2152
"The app is not letting me verify my phone number. I contacted support and they were NO HELP AT ALL! I was told that my internet connection was not strong or I'm not entering a valid phone number. My internet connection functions properly with everything else on my phone, and I've had the same phone ...Full ReviewThe app is not letting me verify my phone number. I contacted support and they were NO HELP AT ALL! I was told that my internet connection was not strong or I'm not entering a valid phone number. My internet connection functions properly with everything else on my phone, and I've had the same phone number for 10+ years. I'm certain I know how to enter my phone number after all of this time. I Wanted to used this app to chat with my friend who moved to Korea but I'll just try something else.",1,36096
"End to end encryption is good, but the whole app lacks polish. The stickers and overall app design look five years out of date, and the quote gesture really messes up with other Android functions (should be a swipe left). Voice and video call quality are abysmal. I use this because everyone else doe...Full ReviewEnd to end encryption is good, but the whole app lacks polish. The stickers and overall app design look five years out of date, and the quote gesture really messes up with other Android functions (should be a swipe left). Voice and video call quality are abysmal. I use this because everyone else does, but it's pretty poor overall.",2,1795
"The app is great, but there is one thing that really bothers me. When I turn my phone horisontaly for typing, you can't use the whatsapp emojis it's always onther emojis that is not designed by whatsapp, but by the keyboard and they don't look the same and it really irritates me. I would love it if ...Full ReviewThe app is great, but there is one thing that really bothers me. When I turn my phone horisontaly for typing, you can't use the whatsapp emojis it's always onther emojis that is not designed by whatsapp, but by the keyboard and they don't look the same and it really irritates me. I would love it if I could use the normal whatsapp emojis even when I use the keyboard horisontaly. I hope you understand the situation and will see to it, I'm shure I'm not the only person that has this problem. Thanks.",4,458
"My friends and families have complained that they receive call from my number when I never dialled! When they answer it shows ""connecting"".. I have an updated version of WhatsApp but this problem still persists. Right now my wife received a call from me, matter of fact I called on her WhatsApp numbe...Full ReviewMy friends and families have complained that they receive call from my number when I never dialled! When they answer it shows ""connecting"".. I have an updated version of WhatsApp but this problem still persists. Right now my wife received a call from me, matter of fact I called on her WhatsApp number a while ago which showed ""calling"". The undialled call that they receive is some kind of miss call notification? I dont understand. Please clarify If it's a bug then it needs to be fixed ASAP.",3,560
"It's a very good chat app. My one HUGE complaint is that you can not control the online status. Sure, you can shut off the read receipts and last seen which is fine, but, there is no way to stop the app from showing your online status when in foreground (stalker's dream!). Thus eliminating any form ...Full ReviewIt's a very good chat app. My one HUGE complaint is that you can not control the online status. Sure, you can shut off the read receipts and last seen which is fine, but, there is no way to stop the app from showing your online status when in foreground (stalker's dream!). Thus eliminating any form of true privacy. Provide a way to change/control the online status like other top chat apps (viber, telegram)and I'll gladly rate you five stars. Until then your app will remain just one star.",1,813
"Since July 2019 I my whatsapp service as change rapidly, whenever someone calls me International or I made an international for example whenever my daughter and I called each others to and from Jamaica and even my sister in England I hear them clearly , but they do not hear a word that I said. This ...Full ReviewSince July 2019 I my whatsapp service as change rapidly, whenever someone calls me International or I made an international for example whenever my daughter and I called each others to and from Jamaica and even my sister in England I hear them clearly , but they do not hear a word that I said. This leaves me really sad and confused.I would be grateful for you and your staff could look into this problem for me. Thanks in advance. Regards, Merline Lindsay.",4,1356
"Yes. Whatsapp has been a great medium of communication since it inception, but the major problem 80 percent of people facing now is the issue of sharing vital information to friends or group of friends. Whatsapp limited it to just 5 which is so alarming and disturbing... Sharing vital information to...Full ReviewYes. Whatsapp has been a great medium of communication since it inception, but the major problem 80 percent of people facing now is the issue of sharing vital information to friends or group of friends. Whatsapp limited it to just 5 which is so alarming and disturbing... Sharing vital information to friends, family and group of friends should be even more important than ever which you people can make it upto 100,possibly... I will appreciate if whatsapp Inc will look into this matter as soon. Tnx",5,312
"WhatsApp is not only a high quality product, but also a product in favor of the pockets of those who yearn to remain in live contact with their loved ones overseas. I personally used to buy a lot of calling cards, but because of WhatsApp I now saved hundreds of dollars a year. I am very grateful for...Full ReviewWhatsApp is not only a high quality product, but also a product in favor of the pockets of those who yearn to remain in live contact with their loved ones overseas. I personally used to buy a lot of calling cards, but because of WhatsApp I now saved hundreds of dollars a year. I am very grateful for WhatsApp. Thank you WhatsApp team!",5,4813
"This app is holistically amazing. The convenience it provides by being free of charge for being able to communicate globally is awesome. However, sending media across Whatsapp and then trying to upload on any other app makes the original quality seem like it was mediocre to badly recorded, especiall...Full ReviewThis app is holistically amazing. The convenience it provides by being free of charge for being able to communicate globally is awesome. However, sending media across Whatsapp and then trying to upload on any other app makes the original quality seem like it was mediocre to badly recorded, especially to make a GIF out of anything personally. Is there any way to raise the quality amount of video and picture media? Other than that, this app is the best.",4,3313
"I've been using the app since 2012, one of my favorite renditions was on Symbian OS, the black theme had me smitten. Fast-forward years later, using Android, white theme that makes it uncomfortable to chat at night. GBWhatsapp to solve the problem, Whatsapp bans GB users. Whatsapp does exactly what ...Full ReviewI've been using the app since 2012, one of my favorite renditions was on Symbian OS, the black theme had me smitten. Fast-forward years later, using Android, white theme that makes it uncomfortable to chat at night. GBWhatsapp to solve the problem, Whatsapp bans GB users. Whatsapp does exactly what it's intended to do, but it never lives up to its full potential. GBWhatsapp did exactly that. Could ya'll at least give us themes if ya'll insist we use the official version? Customization people",3,544
"Hackers are able to remotely install surveillance software on phones and other devices using a major vulnerability in WhatsApp. It involves attackers using WhatsApp's voice calling function to ring a target's device. Even if the call is not picked up, the surveillance software could be installed. Th...Full ReviewHackers are able to remotely install surveillance software on phones and other devices using a major vulnerability in WhatsApp. It involves attackers using WhatsApp's voice calling function to ring a target's device. Even if the call is not picked up, the surveillance software could be installed. The call would often disappear from the device's call log. How many people are targeted? Will a fix for WhatsApp remove the spyware? who knows?",1,224
"After the new update, it's been super slow when sending messages and I DO NOT EVEN GET NOTIFICATIONS when it is turned on. wth... Whenever I send messages, there's always the stopwatch that's there for 10 secs before it gets sent. My connection is not a problem and everything else works completely f...Full ReviewAfter the new update, it's been super slow when sending messages and I DO NOT EVEN GET NOTIFICATIONS when it is turned on. wth... Whenever I send messages, there's always the stopwatch that's there for 10 secs before it gets sent. My connection is not a problem and everything else works completely fine. I always have to end up closing everything and closing all my apps before opening WhatsApp again for it to work.",1,3583
"WhatsApp was hacked and attackers installed sophisticated spyware on an unknown number of people's smartphones. The bad actors were able to install surveillance technology by phoning the target through WhatsApp's call functionality, giving them access to information including location data and priva...Full ReviewWhatsApp was hacked and attackers installed sophisticated spyware on an unknown number of people's smartphones. The bad actors were able to install surveillance technology by phoning the target through WhatsApp's call functionality, giving them access to information including location data and private messages. The hackers were able to exploit a vulnerability by calling the target via WhatsApp. Even if they didn't pick up, the malware was able to infect the target.",1,171
"Why I am unable to unjoin a anonymous group? There has to be a provision of prior permission of the individual who is being added to an unkown group. Generally if someone adds you then you have the option to unjoin it but if the person kewps on joining again and again. then you don't have any option...Full ReviewWhy I am unable to unjoin a anonymous group? There has to be a provision of prior permission of the individual who is being added to an unkown group. Generally if someone adds you then you have the option to unjoin it but if the person kewps on joining again and again. then you don't have any options to unjoin it. I feel, the need is there to give user's the right to decide that wether he/she wants re join the Group or not. Hope someone, somewhere is reading it and might be able to clearify.",1,150
"Like some other users I am not getting notifications when I get msgs, only when I open the app do I see any msgs. This has been going on since FB took over. I have uninstalled and reinstalled the app but still no good...UPDATE EDIT: Nothing has changed even though more users are being affected. we a...Full ReviewLike some other users I am not getting notifications when I get msgs, only when I open the app do I see any msgs. This has been going on since FB took over. I have uninstalled and reinstalled the app but still no good...UPDATE EDIT: Nothing has changed even though more users are being affected. we are being IGNORED by WhatsApp, no help in the ""help"" settings either.",2,146
I am concerned that I have had no notifications of the insecurity of the app and the need for an update as mentioned in the BBC news. there is also no provision in the menus to achieve an update. seemingly one has to Uninstall and reinstall presumably losing all the messages. I will be pleased to be...Full ReviewI am concerned that I have had no notifications of the insecurity of the app and the need for an update as mentioned in the BBC news. there is also no provision in the menus to achieve an update. seemingly one has to Uninstall and reinstall presumably losing all the messages. I will be pleased to be advised differently.,1,203
"we are thankfull to whatsapp to help us to reach our near ones and keep them allert from the day to day dangers and good things going to happen, the news which they can't hear so quickly, also to escape from any danger or incident because this service is the means to reach our people withen no time ...Full Reviewwe are thankfull to whatsapp to help us to reach our near ones and keep them allert from the day to day dangers and good things going to happen, the news which they can't hear so quickly, also to escape from any danger or incident because this service is the means to reach our people withen no time and keep them alert from any danger. I will say this App is a blessing to all and way of giving information and good news at any time may be day or night. There is lot to mention and praise God for. T",5,3651
"WhatsApp video call service is very pathetic. You can't do a video call for more than 4-5 minutes. It literally happens every time. It doesn't matter that that what is the Internet speed, after 4-5 minutes the video call gets so poor that even you can't hear the voice of the person on the other side...Full ReviewWhatsApp video call service is very pathetic. You can't do a video call for more than 4-5 minutes. It literally happens every time. It doesn't matter that that what is the Internet speed, after 4-5 minutes the video call gets so poor that even you can't hear the voice of the person on the other side. VERY DISAPPOINTING",1,2663
Hi WhatsApp is very helpful and I've been using it for years. However there is one problem which is why I'm giving 4 stars. I dont like the fact that that when someone adds me to a group I dont have an option to accept or decline. I know that I can leave the group but it's still irritating when I ge...Full ReviewHi WhatsApp is very helpful and I've been using it for years. However there is one problem which is why I'm giving 4 stars. I dont like the fact that that when someone adds me to a group I dont have an option to accept or decline. I know that I can leave the group but it's still irritating when I get added to a group which I dont want to be added to and it could be dangerous. It would be great if you could add a feature where when someone adds you to a group you can accept or decline,4,2200
fantastic but... very easy switch from iOS to android WhatsApp however I cannot stress this enough. please add a setting that wakes up the phone when you receive a message so that new Samsung s10 users can make use of the edge lighting when the display is off. the s10 no longer has a led notificatio...Full Reviewfantastic but... very easy switch from iOS to android WhatsApp however I cannot stress this enough. please add a setting that wakes up the phone when you receive a message so that new Samsung s10 users can make use of the edge lighting when the display is off. the s10 no longer has a led notification so this would be a great step in the right direction,4,290
"i have been a lot of problems to receive and send messages without being completely open, specially the light! I have urgent appointment with my husband that is far from our country and if l leave the mobile stoped without turn out it we can't receive messages from each other. it turns off automatic...Full Reviewi have been a lot of problems to receive and send messages without being completely open, specially the light! I have urgent appointment with my husband that is far from our country and if l leave the mobile stoped without turn out it we can't receive messages from each other. it turns off automatically without we do that!.",1,188
"Dear WhatsApp people, My best friend has a real thing with this emoji reply and I have no clue what to ask next and feel like a waiter sometimes waiting to take an order, sure I'm not the only one. So I would suggest you put in a feature where such people are legally sentenced to buy a gift or somet...Full ReviewDear WhatsApp people, My best friend has a real thing with this emoji reply and I have no clue what to ask next and feel like a waiter sometimes waiting to take an order, sure I'm not the only one. So I would suggest you put in a feature where such people are legally sentenced to buy a gift or something! Please. #banter #greatjob",5,345
application is very easy and good but there was some problems 1st about to proximity sensor for audio play of songs. please remove this feature. speaker of my phone is back side so when i play a song and flip and put the phone then due to proximity sensor feature it turns off. 2nd sending pictures i...Full Reviewapplication is very easy and good but there was some problems 1st about to proximity sensor for audio play of songs. please remove this feature. speaker of my phone is back side so when i play a song and flip and put the phone then due to proximity sensor feature it turns off. 2nd sending pictures in different order. I'm a college student so when I select many pictures in order to their serial and send it but the receiver get in different order and the same happen to others. so please fix this.,3,1469
"i like this app very much. but when i try to video call it knocks off my wifi and becomes dead. i have un installed 3or 4 times and no different. it wont let me enter the 6 digit code ,cos it appears and then goes away instantly. i have made sure everything is enabled on my phone, which is running a...Full Reviewi like this app very much. but when i try to video call it knocks off my wifi and becomes dead. i have un installed 3or 4 times and no different. it wont let me enter the 6 digit code ,cos it appears and then goes away instantly. i have made sure everything is enabled on my phone, which is running android 9 pie. please help me sort the problem and thank you.",3,1821
"If you don't want people to use unofficial 3rd party WA then you should give us option to theme it, change bubble, ticks or at least to change the colours aside from that ugly green you use for decades! Seriously, it looks so boring, garish and outdated! By how often you updated we would thing you w...Full ReviewIf you don't want people to use unofficial 3rd party WA then you should give us option to theme it, change bubble, ticks or at least to change the colours aside from that ugly green you use for decades! Seriously, it looks so boring, garish and outdated! By how often you updated we would thing you would upgrade your UI! I only use it because my contacts do, if not by necessity, I rather use something else!",2,222
"WhatsApp is always be my primarily aplication for chat, making a call or video call. I would've been click that 5th star if only a problem wouldn't exist. I got some issues with video call. I could make a call as i wish but when i try the earphone the sound goes back to speaker, when i switch it to ...Full ReviewWhatsApp is always be my primarily aplication for chat, making a call or video call. I would've been click that 5th star if only a problem wouldn't exist. I got some issues with video call. I could make a call as i wish but when i try the earphone the sound goes back to speaker, when i switch it to normal call, the earphone back to its function... Is there any way to fix it? Btw I'm using Xperia XZs with sony earphone...",3,270
Though whatsapp is a very good app in the field of social media but there are some pros of this... At a time u can't share a thing to more than 5 people... Means at a time u will be able to share a single thing to only 5 people then u have to again share it to others... This feature of whatsapp is n...Full ReviewThough whatsapp is a very good app in the field of social media but there are some pros of this... At a time u can't share a thing to more than 5 people... Means at a time u will be able to share a single thing to only 5 people then u have to again share it to others... This feature of whatsapp is not so good... According to me it should be removed...,4,1767
"i have been blocked from re verifying my number. someone played cards and managed to grt the OTP from my phone and they logged in to their WhatsApp from my number. after i deleted my account from their phone and tried to log in to mine, WhatsApp just won't let that happen. ive been locked out from m...Full Reviewi have been blocked from re verifying my number. someone played cards and managed to grt the OTP from my phone and they logged in to their WhatsApp from my number. after i deleted my account from their phone and tried to log in to mine, WhatsApp just won't let that happen. ive been locked out from my own damn account. this isn't my fault at all please help me get my account back fgs. itsays update the latest version when I'm already using the latest version and it won't send me the OTPs anymore",2,1827
"I rely on whatsapp for communication file sharing, it hasnt let me down, its easy to use and conveniently packs loads of features, like. Voice notes, file sharing, sharing pics, sharing online links, sharing pics using camera, voice chat video chat.... I would love to see a basic scanner integrated ...Full ReviewI rely on whatsapp for communication file sharing, it hasnt let me down, its easy to use and conveniently packs loads of features, like. Voice notes, file sharing, sharing pics, sharing online links, sharing pics using camera, voice chat video chat.... I would love to see a basic scanner integrated in whatsapp for quick sharing, and also maybe a basic answering machine, that asks people to leave a voice note if call gets missed.",5,185
"what is it with the constant whatsApp updates? when there is no there is no changes after the updates , all these unnessary updates takes up space on your phone and makes the app slower if it hasnt got enough space to run it , every week whatsApp sends me an update Why 3 updates in 1 week? Data does...Full Reviewwhat is it with the constant whatsApp updates? when there is no there is no changes after the updates , all these unnessary updates takes up space on your phone and makes the app slower if it hasnt got enough space to run it , every week whatsApp sends me an update Why 3 updates in 1 week? Data doesn't fall from the sky, why so many updates whatsApp?",2,277
It is not deserve any stars so do proper work at least people will get benefits but you rascals are not doing much and better work. It is such a dump one on which no body can believe because you all are not doing any work and every time asking about stars. without working how can you ask about stars...Full ReviewIt is not deserve any stars so do proper work at least people will get benefits but you rascals are not doing much and better work. It is such a dump one on which no body can believe because you all are not doing any work and every time asking about stars. without working how can you ask about stars and feedback. totally disgusting. so do better job satisfy people by your work till that you don't deserve any good remark good feedback otherwise all people will tell you rascals. so with all dedica,1,288
"Hackers were able to remotely install surveillance software on phones and other devices using a major vulnerability in messaging app WhatsApp, it has been confirmed. Not only facebook that also owns WhatsApp and Instagram knows everything about its users but it can't protect the consumers from hacke...Full ReviewHackers were able to remotely install surveillance software on phones and other devices using a major vulnerability in messaging app WhatsApp, it has been confirmed. Not only facebook that also owns WhatsApp and Instagram knows everything about its users but it can't protect the consumers from hackers too. Zuckerberg is perving on us. Welcome to big brother.",4,99
"I use whatsapp every day to talk to my family and friends back at home. I would love to see a new interface, remove whatsapp at the top, we know what app we're in. And change that awful green or allow us to customize our home page, similar to the chat background. And allow sending all stickers inclu...Full ReviewI use whatsapp every day to talk to my family and friends back at home. I would love to see a new interface, remove whatsapp at the top, we know what app we're in. And change that awful green or allow us to customize our home page, similar to the chat background. And allow sending all stickers including the ones that woule go to messengers now",5,221
"I have been using the app 3 years, Its been great does not interfere with use of phone. I particularly like having some degree of phone privacy, more people's use it and the ability share large files. I have used it to simple what's app call and video call internationally, with fairly good results.",5,125
Give me the option to Undo deleted messages for me when I was supposed to delete it for everyone. Now I have no way of removing wrong information from my group and confuse people. Get it implemented ASAP because I'm not the only user being driven mad from the inability to clarify to my group members...Full ReviewGive me the option to Undo deleted messages for me when I was supposed to delete it for everyone. Now I have no way of removing wrong information from my group and confuse people. Get it implemented ASAP because I'm not the only user being driven mad from the inability to clarify to my group members.,1,1439
"Well, it's a gud app, but it has some trouble for some things, like a ... when u want to delete something to d other person, it only last an hour to delete for everyone, and it's not a gud idea, bcz it should be for a longer period of time, for example, 36 hours at least, so we could delete somethin...Full ReviewWell, it's a gud app, but it has some trouble for some things, like a ... when u want to delete something to d other person, it only last an hour to delete for everyone, and it's not a gud idea, bcz it should be for a longer period of time, for example, 36 hours at least, so we could delete something important if we decide to do it , and have time to think abt it. Another thing, the phone calls aren't so gud either. Thx.😊",3,183
"Hi, your app is superb..... I like very much. Especially the status...who and all viewing our status at the same time if you update side by side how many times they are viewing it will give motivation I think so. please update to see how times they are viewing our status in numbers. Thank you.",5,444
"Just Got Banned for using a modified... Ok i understand but the only reason i was using that GBWhatsApp was because of 3 features, can you WhatsApp Inc Team please add these these feature 1. Different wallpapers for each chats, like a had a pic of my mom as a background on her conversion with, and h...Full ReviewJust Got Banned for using a modified... Ok i understand but the only reason i was using that GBWhatsApp was because of 3 features, can you WhatsApp Inc Team please add these these feature 1. Different wallpapers for each chats, like a had a pic of my mom as a background on her conversion with, and had a different pic as background on my dad conversion, almost all my chats 2. i was able to download the funny video post that they post on the status 3. i was able to upload videos longer than 30sec",5,142
"Conveinant and user friendly VOIP application that is free. Instant messaging, voice and video calls happen in a matter of seconds and the application uses Wi-Fi or Cellular data for communications. Attachements and voice notes can be sent throught the chat and groups can be made easily.",4,307
"Dear Whatsapp, I really love ur app, but can you put themes setting on Whatsapp? So we can changes the color themes of Whatsapp. Ofc green is your officiall theme color, but sorry I'm getting bored of ur look. It's just my opinion bcs I'm often jealous of my friend's whatsapp look that using unoffic...Full ReviewDear Whatsapp, I really love ur app, but can you put themes setting on Whatsapp? So we can changes the color themes of Whatsapp. Ofc green is your officiall theme color, but sorry I'm getting bored of ur look. It's just my opinion bcs I'm often jealous of my friend's whatsapp look that using unofficial applications. But surely, I stayed on to use the official application though I was really hoping for some color themes option.",5,424
"Everything's great, but when chatting with someone and even if the other person is online, the messages are just sent from my end and aren't delivered to the other person until and unless either one of us closes the app. It's happening continuously and is quite frustrating.",3,148
"Why is WhatsApp asking permission to record calls? I changed my phone yesterday and besides asking me permission to access my microphone, which is completely understandable and acceptable the next permission it seeks is to record my call! I have written to WhatsApp support but no answer. There is no...Full ReviewWhy is WhatsApp asking permission to record calls? I changed my phone yesterday and besides asking me permission to access my microphone, which is completely understandable and acceptable the next permission it seeks is to record my call! I have written to WhatsApp support but no answer. There is no explanation of this in FAQ or privacy either",1,2242
"Whatsapp must include an option to report forwards and messages which spread hatred especially in the form of religious intolerance. This being the major issue today, reporting option will prevent further spread of hate and message should be evaluated on similar grounds as in instagram. Once confirm...Full ReviewWhatsapp must include an option to report forwards and messages which spread hatred especially in the form of religious intolerance. This being the major issue today, reporting option will prevent further spread of hate and message should be evaluated on similar grounds as in instagram. Once confirmed that the reported message spreads hate against a community, whatsapp should send immediate warning.",4,1633
"my rate was 5 stars but after this last update my WhatsApp stopped working and keep giving messages that it has a problem and needs to be reinstalled. I did it more than 6 or 7 times so far, the app is still not working. I'll rate 5 stars again when this issue is solved.",1,1732
"it's been difficult to share images like notes, when we sharing images they are not going in the order we are sending as it is very important to read the notes in the order. I request you to update app in such a way such that we can send multiple images at a time quickly.",3,942
Well Just a pretty good app. But it would be good if u added an status sharing update. Like if we have multiple photos we could just select them and swap the after the selection in whatsapp application itself. In this way it would be more user friendly. And so would be the app more popular.,4,1421
"I have been banned from any of the days Dear Whatsapp Sir, I have been ported to my number, my number has been ported. Because of this my number was not in the mobile phone but at the moment my number is in my mobile phone. +91 94 202 567 01 Thank you dear Whatsapp sir My WhatsApp activate thanks Si...Full ReviewI have been banned from any of the days Dear Whatsapp Sir, I have been ported to my number, my number has been ported. Because of this my number was not in the mobile phone but at the moment my number is in my mobile phone. +91 94 202 567 01 Thank you dear Whatsapp sir My WhatsApp activate thanks Sir 🙏",1,261
its OK but looks so dated now. how about options to change conversation bubble styles and colours. works like a dream but dull looking. also we should be able to decline being added to a group if we want. don't force people against their wishes. thank you.,2,1006
"Have been facing this problem with notifications not showing unless I open the application. Sometimes they'll show, but most times they won't. Have uninstalled and reinstalled twice and checked all settings. Nothing is off track yet the problem persists. Considering that this is almost like a second...Full ReviewHave been facing this problem with notifications not showing unless I open the application. Sometimes they'll show, but most times they won't. Have uninstalled and reinstalled twice and checked all settings. Nothing is off track yet the problem persists. Considering that this is almost like a second skin when it comes to communication, virtually, this is turning into a huge issue. Would give it 1 star till the problem persists.",1,134
"App keeps automatically changing my notification settings for the app. I have changed notification settings in both the app and in phone notification settings, however after a short while it changes back. All my other apps show messages silently except whatsapp which vibrates, very annoying, its bee...Full ReviewApp keeps automatically changing my notification settings for the app. I have changed notification settings in both the app and in phone notification settings, however after a short while it changes back. All my other apps show messages silently except whatsapp which vibrates, very annoying, its been like this for a long time now.",1,80
