review,rating,support
"The app is overall good but there are some countries which isn't directly or couldn't connect calls at all. In the middle eastern countries for example, you will have to use third party apps, VPN for an instance, to do a simple voice call (and video call) which is a hassle (because it has sometimes ...Full ReviewThe app is overall good but there are some countries which isn't directly or couldn't connect calls at all. In the middle eastern countries for example, you will have to use third party apps, VPN for an instance, to do a simple voice call (and video call) which is a hassle (because it has sometimes require payments, additional battery consumption and doesn't always work). Here in my location (UAE) there are hundreds of thousands Filipinos who use Messenger to connect with their loved ones...",3,1071
"Hello. I am unable to find a way of being able to send word documents through the update mobile app yet it could be done for a previous version. i would totally appreciate it (and many others would) if aside from updating the visuals of the app, you would maintain and improve its primary functions s...Full ReviewHello. I am unable to find a way of being able to send word documents through the update mobile app yet it could be done for a previous version. i would totally appreciate it (and many others would) if aside from updating the visuals of the app, you would maintain and improve its primary functions such as being able to exchange files and power points intact. Thanks",2,562
"This app started not allowing me in since the last 3 weeks unless I re-install it about 3 times a week. please reverse the latest updates or fix this issue. It was a 5 star app until this last month. Now after the last update, it is still freezing up when trying to switch to other Facebook accounts....Full ReviewThis app started not allowing me in since the last 3 weeks unless I re-install it about 3 times a week. please reverse the latest updates or fix this issue. It was a 5 star app until this last month. Now after the last update, it is still freezing up when trying to switch to other Facebook accounts. uninstall/re-install are required very often when doing switching. please repair.",3,213
A lot of bugs after the new update from April. Especially when watching a video. The app get frozen or there is a black screen and you cannot get out. Chaning emotions every day is not serious for a company like Facebook. Consider the fact that you got trillion of people using this app it's not acce...Full ReviewA lot of bugs after the new update from April. Especially when watching a video. The app get frozen or there is a black screen and you cannot get out. Chaning emotions every day is not serious for a company like Facebook. Consider the fact that you got trillion of people using this app it's not acceptable to have such a junior bugs.,2,1080
"i have used this app for years, but this latest update really fixed it good. I can chat with my friends, but can't play games with them, and I can't view pictures they send me. When I try to load our games, I get a message that says 'Internal Error'. This needs to be fixed, and fixed the right way. ...Full Reviewi have used this app for years, but this latest update really fixed it good. I can chat with my friends, but can't play games with them, and I can't view pictures they send me. When I try to load our games, I get a message that says 'Internal Error'. This needs to be fixed, and fixed the right way. 3 days should be long enough to fix it...",2,571
"why is it that every time you people update this app, the default Sounders disappear? I like the ""Ding"" for notifications and the ""Double Ding"" for group chat mentions but every time there is an update it changes to some weird ""sound 3453434"" which is an almost inaudible pop and I have to uninstall ...Full Reviewwhy is it that every time you people update this app, the default Sounders disappear? I like the ""Ding"" for notifications and the ""Double Ding"" for group chat mentions but every time there is an update it changes to some weird ""sound 3453434"" which is an almost inaudible pop and I have to uninstall and reinstall several times to get the app to work correctly again? The latest planner is Broken. Pins dont work in it. if it's not broke dont fix it.",2,343
"Still laggy and bloated. Who wrote this trash? You should fire every last person responsible for this abortion. I went to message my mom for mother's day and as I was tapping her name an advertisement popped in, causing me to tap that instead. The app then proceeded to freeze. Facebook is a disgusti...Full ReviewStill laggy and bloated. Who wrote this trash? You should fire every last person responsible for this abortion. I went to message my mom for mother's day and as I was tapping her name an advertisement popped in, causing me to tap that instead. The app then proceeded to freeze. Facebook is a disgusting company that produces awful products that can barely be defined as functional.",1,387
"I think its a great application to use and it's very social friendly while easy to use. however, a major let down is that my messanger app doesn't seem to auto download pictures and it's a hassle to individually save each picture into my gallery. I hope there will be updates to have the option to do...Full ReviewI think its a great application to use and it's very social friendly while easy to use. however, a major let down is that my messanger app doesn't seem to auto download pictures and it's a hassle to individually save each picture into my gallery. I hope there will be updates to have the option to do so. I really value the effort and time spent improving this wonderful platform for chatting . Thank you N lots of lovee!!!",3,190
"Video messages are glitchy. After I'm done watching a video, the screen will go black and I can't go back to the main screen. I can't do anything with the app so I have to hit the home screen and wait several minutes to go back in...or until someone sends me a new message! I'll try reinstalling but ...Full ReviewVideo messages are glitchy. After I'm done watching a video, the screen will go black and I can't go back to the main screen. I can't do anything with the app so I have to hit the home screen and wait several minutes to go back in...or until someone sends me a new message! I'll try reinstalling but I shouldn't have to be inconvenienced with this!",1,987
FAKEBOOK IS Censoring everything you do and say. They have algorithms and AI! please do research and find out for yourself! Please I BEG YOU! Please do research a lot of research and you will find that There is no such thing as privacy on Facebook. Be careful as to what you do or say or post or a li...Full ReviewFAKEBOOK IS Censoring everything you do and say. They have algorithms and AI! please do research and find out for yourself! Please I BEG YOU! Please do research a lot of research and you will find that There is no such thing as privacy on Facebook. Be careful as to what you do or say or post or a like on Facebook. Please I beg you do research before you go online so you know exactly what Facebook is really doing with your data and privacy. FACEBOOK IS TAREING UP OUR SOCIETY!THANKS FACEBOOK.,1,301
"Can you update messenger by making it possible for us to delete a message that we've sent in the past? Like there's no limitations for us to remove for everyone a message that we've sent before because it only last for 10 minutes. Overall, I love messenger but I will give you my five stars when this...Full ReviewCan you update messenger by making it possible for us to delete a message that we've sent in the past? Like there's no limitations for us to remove for everyone a message that we've sent before because it only last for 10 minutes. Overall, I love messenger but I will give you my five stars when this happen. Thank you 😊",4,819
"Perfect app!🖤 Calls (Audio + Video ) 10/10 Texts 10/10 Suggestions: 1) Add the option of logging out the account like Facebook or Instagram. 2) Add the option to ""Unsend"" instead of 'delete for everyone' like Instagram. 3) Add the option to ""Send Files"". 4) Add the option of deleting the conversati...Full ReviewPerfect app!🖤 Calls (Audio + Video ) 10/10 Texts 10/10 Suggestions: 1) Add the option of logging out the account like Facebook or Instagram. 2) Add the option to ""Unsend"" instead of 'delete for everyone' like Instagram. 3) Add the option to ""Send Files"". 4) Add the option of deleting the conversation offline on choice instead of waiting for the phone to be connected! ... That's all for now Thank you!",5,14149
"Before two updates ago, I really enjoyed how Recent messages showed up. It would be your five most recent conversations, three recent groups, then an assorted view of contacts that you message the most. Since the update, the assorted view truly has become just assorted, with any friends/old conversa...Full ReviewBefore two updates ago, I really enjoyed how Recent messages showed up. It would be your five most recent conversations, three recent groups, then an assorted view of contacts that you message the most. Since the update, the assorted view truly has become just assorted, with any friends/old conversations showing up randomly at the top, and now unable to find my ""top"" contacts even after scrolling through half the list. I have also experienced the blackout when playing videos from the app.",4,107
"Have to admit I did find this app bloated in the past, but think after the latest update it looks improved. However, a WhatsApp-style ""mark as read"" from the pull-down notification menu would be very useful instead of having to open the main app every time to mark the message as read! Come on Facebo...Full ReviewHave to admit I did find this app bloated in the past, but think after the latest update it looks improved. However, a WhatsApp-style ""mark as read"" from the pull-down notification menu would be very useful instead of having to open the main app every time to mark the message as read! Come on Facebook wake up!",4,369
"REQUIRES download to continue working but has been pending for over two weeks now...WILL NOT DOWNLOAD so now it doesn't work AT ALL!!! THANKS Messenger, was fine with how it was...WORKING!!! I will now be deleting and choosing a different messaging app, THAT WORKS!!! SHAME, I really liked the origin...Full ReviewREQUIRES download to continue working but has been pending for over two weeks now...WILL NOT DOWNLOAD so now it doesn't work AT ALL!!! THANKS Messenger, was fine with how it was...WORKING!!! I will now be deleting and choosing a different messaging app, THAT WORKS!!! SHAME, I really liked the original ease of this app...(only gave the mandatory 1⭐ because I had to)",1,394
"I used this app a long time ago.. i used Fb since 2010, messenger is good for messaging directly and its always updating for a new version, but last time the old version of messenger it can view an image even i don't have any load but now in the new version it doesn't view at all.. why? I recommend ...Full ReviewI used this app a long time ago.. i used Fb since 2010, messenger is good for messaging directly and its always updating for a new version, but last time the old version of messenger it can view an image even i don't have any load but now in the new version it doesn't view at all.. why? I recommend this app to bring it back from what it was pls..not all people can afford a load everyday..",3,578
Everything is great the new dark mode even better but with this update everytime I watch a video and try to go back the screen goes blank and I have to close the app and even remove it from recent apps and open the app again in order to chat...Well I use Samsung Galaxy J7(2016) device. How do I fix ...Full ReviewEverything is great the new dark mode even better but with this update everytime I watch a video and try to go back the screen goes blank and I have to close the app and even remove it from recent apps and open the app again in order to chat...Well I use Samsung Galaxy J7(2016) device. How do I fix it? Is it my smartphone or the app?,2,509
"Previously it was working well but now I'm so upset. I can only view the pictures that i send. I can no longer view all the pictures or videos that I've received, either in a group or personal message. I already tried uninstalling ang reinstalling this messenger app several times but to no avail.",2,455
"Never had a problem until it updated yesterday. Im not able to respond to messages. Neither of us have blocked the other, our accounts have not been deactivated and we are connected to the internet. Its frustrating i dont want someone to think Im intentionally ignoring them. Im not sure how to resol...Full ReviewNever had a problem until it updated yesterday. Im not able to respond to messages. Neither of us have blocked the other, our accounts have not been deactivated and we are connected to the internet. Its frustrating i dont want someone to think Im intentionally ignoring them. Im not sure how to resolve this.",3,657
"I absolutely HATE having my arm twisted to install something i don't want in order to read messages i do want. It's as bad as that stinking Obamacare. as far as I'm concerned, as soon as there is a viable option, I am off of Facebook forever. until then I'm forced to use this piece of garbage.",1,326
"I'm an admin for a Facebook group, so I am always keeping up to date on my messages, yet I continuously have the red numbers on my messenger icon (meaning) I have unread messages....which isnt true. Tired of checking and rechecking to make sure I haven't missed one. Ridiculous!",2,256
"New review is a load of rubbish. Video's do not play properly, get a black screen so the whole app has to be restarted. Along with that the touch capabilities within the app it horrible aswell, everytime I click on the app, it finds a way not too open properly and block out the screen with the white...Full ReviewNew review is a load of rubbish. Video's do not play properly, get a black screen so the whole app has to be restarted. Along with that the touch capabilities within the app it horrible aswell, everytime I click on the app, it finds a way not too open properly and block out the screen with the white overlay without letting me actually view or press anything. Since about two hours ago, I can't use messenger or facebook without every tap and sent message reacting with some sort of annoying sound😡",1,317
"this app has worked well for years, but I tried to send a FB prompted memory w a friend and it wont allow me to send it although i can still send other photos and messages. the help button guides me to download messenger lite...are you guys doing this on purpose to promote this newer version of mess...Full Reviewthis app has worked well for years, but I tried to send a FB prompted memory w a friend and it wont allow me to send it although i can still send other photos and messages. the help button guides me to download messenger lite...are you guys doing this on purpose to promote this newer version of messenger? that's not cool if that's the case",3,109
This app is good for sending messages and that is about all. The video calls even with the best internet the voice cuts in and out and videos sent on the messenger crash alot and just say something went wrong for it being facebook affiliated I really expected more. Even using a top of the line Andro...Full ReviewThis app is good for sending messages and that is about all. The video calls even with the best internet the voice cuts in and out and videos sent on the messenger crash alot and just say something went wrong for it being facebook affiliated I really expected more. Even using a top of the line Android phone with the latest updated version of the app with good reception it still under performs alot of similar apps out there on the app store. New update just black screens after watching videos,1,504
I think you should be removing the pen button at the uuper right corner of the UI. I sometimes accidentally creates a group chat with random friends whom I chat the most whenever my phone is in my pocket. This is so annoying and it happened to me many times already. Thanks.,4,387
"I love messenger, let's get that right. but in ther past couple of months I watch a video, I try to go back to the conversation and the screen blacks out. and the spot where the video was only shows a white box with just a quarter of the picture of the video, I try to exit messenger and it locks up....Full ReviewI love messenger, let's get that right. but in ther past couple of months I watch a video, I try to go back to the conversation and the screen blacks out. and the spot where the video was only shows a white box with just a quarter of the picture of the video, I try to exit messenger and it locks up. very frustrating. I uninstalled, and going to reinstall but I doubt it will fix it. ( please fix it.)",2,125
Doesn't close when you turn it off is always running draining your battery. Totally not safe from hackers..had an email Sent to me from somebody saying I needed to log in to my Apple account and my Facebook and Yahoo app from this link because there was a payment from it the red flagged because the ...Full ReviewDoesn't close when you turn it off is always running draining your battery. Totally not safe from hackers..had an email Sent to me from somebody saying I needed to log in to my Apple account and my Facebook and Yahoo app from this link because there was a payment from it the red flagged because the name that they used I only use for this Facebook app.,1,570
This is amazing in order to chat with someone but it's call facility is kinda buggy. I've noticed this problem that when I called to someone and that person picked up the call and the tone that goes on when someone is about to pick the call.(the tone that we hear when the other's phone is ringing),5,809
ive used messenger for a long time now. i updated my messenger but its still the same. i dont have the new emojis. all boxes and no M in my messenger and i love the messenger when we can view photos without load. but sadly it changed i hope it will return to before. thank you. please fix the bugs.,2,88
"im not happy with sny of your spps? best i not participate, you are messing with my world! good bye Why?. its true! not editing my review? its true!!!!!!!!!! you similar free call app is w failure snd dont want to use it? its disturbing and intrusive to my simple calss! Get rid of it off of my site!...Full Reviewim not happy with sny of your spps? best i not participate, you are messing with my world! good bye Why?. its true! not editing my review? its true!!!!!!!!!! you similar free call app is w failure snd dont want to use it? its disturbing and intrusive to my simple calss! Get rid of it off of my site! All i want is to use the normal dialing system not your confused apps!!!??",1,127
I am tired of updates that SAY they're easier to navigate. BULL. Easier for the tech saavy...but the rest of us (And there are a lot of us that spend our hard-earned money on all this fluff.) want to be able to FIND our messages...want to be able to differentiate from a FB message and a phone text.....Full ReviewI am tired of updates that SAY they're easier to navigate. BULL. Easier for the tech saavy...but the rest of us (And there are a lot of us that spend our hard-earned money on all this fluff.) want to be able to FIND our messages...want to be able to differentiate from a FB message and a phone text...and want to KNOW how these messages are getting to their recipients. (In other words...not being picked up by some geek and read before sending it on.) Big Brother has been updated.,1,43
"Some issues with the last bad updates have been corrected. 😊 My phone does not freeze after playing a sent video now 😇 However ""the last online"" is not working as before the updates. 😨 The developers could have an option to roll disastrous updates back . . . maybe I should only update my Apps aft...Full ReviewSome issues with the last bad updates have been corrected. 😊 My phone does not freeze after playing a sent video now 😇 However ""the last online"" is not working as before the updates. 😨 The developers could have an option to roll disastrous updates back . . . maybe I should only update my Apps after someone else reviews the updates 🤔 in the past I had backups of the Apps for this reason. I still question why update a perfectly good ""App"" . . . was working well. 🤔",3,340
"I have messenger only don't have a Facebook and when I try to post a photo for my story on messenger it doesn't upload it fails and I keep tapping retry and it doesn't do anything, I don't know if it's a thing to be able to add stories to a messenger only account but if it isn't please consider addi...Full ReviewI have messenger only don't have a Facebook and when I try to post a photo for my story on messenger it doesn't upload it fails and I keep tapping retry and it doesn't do anything, I don't know if it's a thing to be able to add stories to a messenger only account but if it isn't please consider adding the feature to the next update I'm sure it will do so much and I'll rate this app a 5 star.",1,219
"Perfection would be the ability to delete a message for both sender and receivers at any time!!! Now it's only possible within the first few minutes after sending a message. Even in that case, the text ""You removed a message"" is displayed for everyone. It beats the purpose of removing as now i got t...Full ReviewPerfection would be the ability to delete a message for both sender and receivers at any time!!! Now it's only possible within the first few minutes after sending a message. Even in that case, the text ""You removed a message"" is displayed for everyone. It beats the purpose of removing as now i got to explain to the receiving party what i removed. Thank you!",3,40
"Latest update went backwards. Can't view videos that people share with me. black screen. App is glitchy when trying to open it or when someone messages me. Also, backing out goes to a black screen and takes a bit to get out of it. Black screens are appearing on FB videos also. Please get this fixed....Full ReviewLatest update went backwards. Can't view videos that people share with me. black screen. App is glitchy when trying to open it or when someone messages me. Also, backing out goes to a black screen and takes a bit to get out of it. Black screens are appearing on FB videos also. Please get this fixed. why mess with something that was already working just fine.😡",1,356
"For the last week or so, every time I view a video clip full screen, the screen goes black & I can't get out to the main screen where all my messages from various contacts are. I can only exit the app altogether. And when I tap the icon to go back in, it goes right to the black screen. I have to act...Full ReviewFor the last week or so, every time I view a video clip full screen, the screen goes black & I can't get out to the main screen where all my messages from various contacts are. I can only exit the app altogether. And when I tap the icon to go back in, it goes right to the black screen. I have to actually restart my phone to reset the app. Because it was preloaded, I can't delete it & reinstall either. I'm beyond annoyed with it!",1,414
"This app reminds me of the busy body jerk in the neighborhood , every time they have to tell you what someone else said to someone else , which has nothing to do with you . just because one of the people are on your list ; that doesn't mean that what they have to say to someone else is any of your d...Full ReviewThis app reminds me of the busy body jerk in the neighborhood , every time they have to tell you what someone else said to someone else , which has nothing to do with you . just because one of the people are on your list ; that doesn't mean that what they have to say to someone else is any of your damned concern . I HATE NOTIFICTION !!!!!! OTHER PEOPLE'S COMMENTS TO SOMEONE ELSE IS NOT MY BUSINESS !!!! I don't care what someone says to someone else !!!",3,158
"Enjoying Messenger more, as I locate friends, but stll get frustrated when I can't share videos, posts and pictures to my friends, family and acquaintances that ARE NOT on Messenger, but that I have email addresses or phone numbers for. It drives me crazy! I don't like being in an insular world, whe...Full ReviewEnjoying Messenger more, as I locate friends, but stll get frustrated when I can't share videos, posts and pictures to my friends, family and acquaintances that ARE NOT on Messenger, but that I have email addresses or phone numbers for. It drives me crazy! I don't like being in an insular world, where we are all just sharing same stuff back and forth.",3,130
"Messenger copies all emojis, stickers etc from Messenger to Google Photos. I do not have the picture sync on. These pictures are stored as individual folders to Photos so they have to be deleted individually! Please fix this asap! Edited: I uninstalled Messenger and the pictures disappeared, so I wi...Full ReviewMessenger copies all emojis, stickers etc from Messenger to Google Photos. I do not have the picture sync on. These pictures are stored as individual folders to Photos so they have to be deleted individually! Please fix this asap! Edited: I uninstalled Messenger and the pictures disappeared, so I will continue without it.",1,71
"The recent update is by far, the worst of all. Whenever you play a video on the app, the screens stays black regardless of how many times you click on the back button from ur phone or from the app. second, You cant see all Pics and Vids shared on the convos. If you want to see old files that was sha...Full ReviewThe recent update is by far, the worst of all. Whenever you play a video on the app, the screens stays black regardless of how many times you click on the back button from ur phone or from the app. second, You cant see all Pics and Vids shared on the convos. If you want to see old files that was shared, scrolling up is the only way,or, am I the only one?",1,316
"Uninstalled and reinstalled because the app wouldn't let me set a profile picture and I read that might fix the issue. When reinstalled it signed me into someone else's account after trying to reset my password. Seriously? Uninstalling and reinstalling one last time before I stop using it all togeth...Full ReviewUninstalled and reinstalled because the app wouldn't let me set a profile picture and I read that might fix the issue. When reinstalled it signed me into someone else's account after trying to reset my password. Seriously? Uninstalling and reinstalling one last time before I stop using it all together. Also, it used to let me send videos and I haven't been able to do that at all for the last couple days. Extremely frustrating.",1,297
"I am still getting to no this phone.when I need an answer to a question you seem to not be available to answer me.its mainly about this phone but you are suppose to have unlimited knowledge ,& alot of other stuff too if it cant you can have your quik link phone back i still have the original box and...Full ReviewI am still getting to no this phone.when I need an answer to a question you seem to not be available to answer me.its mainly about this phone but you are suppose to have unlimited knowledge ,& alot of other stuff too if it cant you can have your quik link phone back i still have the original box and everything so would you kindly explain your phone to me it's gotta be ,AlOT EASIER. thank you. that' s a bit premiture thank you since i haven't even sent this post yet I'd",4,249
"it's fine and all until you're writing a message, then next thing you can't even write properly and then it closes, just to update! and when you go back on, half or all of what you were writing is gone. I hate messaging on phones as it is, and when that happens it really frustrates me even more. Why...Full Reviewit's fine and all until you're writing a message, then next thing you can't even write properly and then it closes, just to update! and when you go back on, half or all of what you were writing is gone. I hate messaging on phones as it is, and when that happens it really frustrates me even more. Why can't there be a feature where it updates when not in use. like, when you turn the phone screen off? I don't have an issue with any other apps I use, because they all update when I'm not using them.",3,52
"Was a Deputy Sheriff, in Palm Beach Florida, in early 70's. Am now 71 years young.. Many of my fellow deputies are now, unfortunately gone. Still loved and missed. Thanks for this application. Will mean alot to many of us. May God bless",5,6
"The voice and video calls icon just disappeared today so I cannot call anyone anymore! There's no option to send files through the app but you could always do it on computer. Annoying ""games"" that are really hard to get rid of. Cannot log out easily. Cannot disable ""stories"" that I'm not interested ...Full ReviewThe voice and video calls icon just disappeared today so I cannot call anyone anymore! There's no option to send files through the app but you could always do it on computer. Annoying ""games"" that are really hard to get rid of. Cannot log out easily. Cannot disable ""stories"" that I'm not interested in and take too much space on my screen. The functionality on computer is better than in this app, but far not as good as other messaging apps.",1,249
"I was forced to update, I liked it the way it was, and I thought it looked objectively worse, but then my bubble chat worked again. Earned a third star with Dark Mode. Before I found out bubble chat still worked, I saw an ad. Nope. I don't want ads in places that feel like basic smartphone functiona...Full ReviewI was forced to update, I liked it the way it was, and I thought it looked objectively worse, but then my bubble chat worked again. Earned a third star with Dark Mode. Before I found out bubble chat still worked, I saw an ad. Nope. I don't want ads in places that feel like basic smartphone functionality - Facebook feeds make sense, in the middle of my messages list, no. I considered quitting Messenger but then I got a message in Bubble, no ads there. Business as usual, but now I have dark mode.",3,193
"Continuation of my previous review. The message above the reply is flashing oddly and I just realized that it is only the messages the messages I am receiving are the ones that are acting up. My replies and messages are completely in proper working order. update: for the past few updates, I cannot a...Full ReviewContinuation of my previous review. The message above the reply is flashing oddly and I just realized that it is only the messages the messages I am receiving are the ones that are acting up. My replies and messages are completely in proper working order. update: for the past few updates, I cannot access the games.",2,121
"I love it, but since the new update of the people icons, where they removed it, I really find it difficult to text faster. Also, the voice calls have a bug that makes the other person's voice sound robot-like, even if both of us have 5 bars of Wi-fi!!! Overall, love it. Please make like it was and I...Full ReviewI love it, but since the new update of the people icons, where they removed it, I really find it difficult to text faster. Also, the voice calls have a bug that makes the other person's voice sound robot-like, even if both of us have 5 bars of Wi-fi!!! Overall, love it. Please make like it was and I will give this 5 stars 🤣.",3,55
"The more you update the worse it gets. I have several pages I'm an admin which I used to be able to chat with members and after last update I can't, I can only chat with people who send personal message to me in perfect only. Gives me big headache now.",2,49
Sence the newest update my messages aren't getting through to me I can't watch anything without it freezing halfway through the screen goes black my friend sent me videos of our dances and they are all saying 1 second long which they aren't! am very pissed off !! this needs fixed asap!!,1,284
The newest upgrade has glitches! When you're are viewing videos or pictures the screen goes black and it wont return to the message board. you have to kill the app and reopen just to get back to your conversation. it's being slow and glitchy when typing... it's really frustrating. I hope messenger i...Full ReviewThe newest upgrade has glitches! When you're are viewing videos or pictures the screen goes black and it wont return to the message board. you have to kill the app and reopen just to get back to your conversation. it's being slow and glitchy when typing... it's really frustrating. I hope messenger is working out these glitches because it's been a few weeks now.,3,216
"EDIT* Thank you for this really awesome and useful app👌 I'm just hoping that for the next future updates, you'll add a feature or a button where we can easily search or look for older conversations or shared documents just by typing the dates (month & year) 🙂 Thank you a lot!",5,1003
"new update sucks! my daughter shared videos a lot. go to play one, then at the end the screen goes black. I have to exit the app, then close it before I can go back to watch the rest of what she sent. VERY NOT HAPPY WITH IT!",1,241
"does technology upgrade humanity? or are we evolving socially at the pace of snails to keep up with exponentially outdated constant thirst and race of having faster smaller better everything that we consume our vital resources, minerals, materials we covet? to the point were consuming, polluting, mi...Full Reviewdoes technology upgrade humanity? or are we evolving socially at the pace of snails to keep up with exponentially outdated constant thirst and race of having faster smaller better everything that we consume our vital resources, minerals, materials we covet? to the point were consuming, polluting, mining and desyroying our very home we live in! Earths caretakers are failing and will be punished by God by ruining his creations...",5,215
"Update: now the screen goes black halfway thru the video. I still have sound but no video. Nothing but issues since update. videos play once then blackout or won't play at all. pressing bubbles to open convos is freezing up. Write a message and it wont send, app freezes again. Samsung Galaxy S9, upd...Full ReviewUpdate: now the screen goes black halfway thru the video. I still have sound but no video. Nothing but issues since update. videos play once then blackout or won't play at all. pressing bubbles to open convos is freezing up. Write a message and it wont send, app freezes again. Samsung Galaxy S9, updated.",1,220
